Month,Car,Location,Weather,TypeOfTrigger,ReactionTime,Cause
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.66,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.64,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.36,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.17,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.18,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.51,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.54,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.23,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.54,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.36,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.26,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.2,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.45,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.43,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.36,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.79,Position Estimation Failure
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Software Froze
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Software Froze
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,3.79,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.79,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.34,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,4.66,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.14,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.13,System Tuning and Calibration
15-Jun,WDD2221851A001072,highway,cloudy,manual,,System Tuning and Calibration
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,0.6,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.64,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.8,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.74,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.11,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.54,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.17,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.66,System Tuning and Calibration
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.12,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.18,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.01,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.52,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.2,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.85,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.79,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.41,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.8,Software Froze
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.25,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Software Froze
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.32,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.1,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.38,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.21,Position Estimation Failure
15-Jun,WDD2221851A001072,highway,cloudy,manual,,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.77,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.12,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.11,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.07,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,3.29,Software Froze
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,1.8,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.99,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,2.03,Hardware Fault
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.59,Emergency Vehicle
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.63,Recklessly behaving agent
15-Jun,WDD2221851A001072,urban-street,cloudy,automatic,0.53,Position Estimation Failure
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
15-Jun,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,1.16,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.62,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.32,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.62,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.49,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.73,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.41,Adverse road surface conditions
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.18,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,1.08,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.37,Adverse road surface conditions
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.15,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.68,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,1.29,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.65,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,7.95,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,3.56,Position Estimation Failure
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,1.83,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.01,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.61,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.63,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.25,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.7,Position Estimation Failure
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.94,Software Froze
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.78,Adverse road surface conditions
15-Jul,WDD2221851A001072,highway,cloudy,manual,,Software Froze
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,,System Tuning and Calibration
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.29,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Software Froze
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,1.34,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.1,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.35,Adverse road surface conditions
15-Jul,WDD2221851A001072,urban-street,cloudy,automatic,0.66,Incorrect Traffic Light Detection
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Jul,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Jul,WDD2221851A001072,highway,cloudy,manual,,System Tuning and Calibration
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.66,Incorrect Traffic Light Detection
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,1.51,System Tuning and Calibration
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.76,Emergency Vehicle
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,2.03,Incorrect Traffic Light Detection
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,2.2,Incorrect Traffic Light Detection
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,1.08,Unwanted Driver Discomfort
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.01,Incorrect Traffic Light Detection
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Aug,WDD2221851A001072,highway,cloudy,manual,,System Tuning and Calibration
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.03,Emergency Vehicle
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.52,Adverse road surface conditions
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,2.09,Position Estimation Failure
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.39,Position Estimation Failure
15-Aug,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.98,Emergency Vehicle
15-Aug,WDD2221851A001072,urban-street,cloudy,automatic,0.77,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.59,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.42,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.22,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.76,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,,Unwanted Driver Discomfort
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,4.66,Software Froze
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.14,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,1.58,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.72,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.89,Position Estimation Failure
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,1.84,Software Froze
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,2.08,Adverse road surface conditions
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.45,Software Froze
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,2.17,Adverse road surface conditions
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.38,Incorrect Traffic Light Detection
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,1.84,Recklessly behaving agent
15-Sep,WDD2221851A001072,highway,cloudy,manual,,System Tuning and Calibration
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.28,Position Estimation Failure
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,1.21,Unwanted Driver Discomfort
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,5.18,Hardware Fault
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.6,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.42,Emergency Vehicle
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Sep,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Sep,WDD2221851A001072,urban-street,cloudy,automatic,0.46,Software Froze
15-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.3,Emergency Vehicle
15-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.76,Incorrect Traffic Light Detection
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,System Tuning and Calibration
15-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0,Incorrect Traffic Light Detection
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Position Estimation Failure
15-Oct,WDD2221851A001072,urban-street,cloudy,automatic,2.66,Position Estimation Failure
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Hardware Fault
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Oct,WDD2221851A001072,highway,cloudy,manual,,Hardware Fault
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Oct,WDD2221851A001072,urban-street,cloudy,automatic,0.77,Position Estimation Failure
15-Oct,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.32,Adverse road surface conditions
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.1,Incorrect Traffic Light Detection
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.67,Hardware Fault
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.22,System Tuning and Calibration
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.45,Incorrect Traffic Light Detection
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.6,Emergency Vehicle
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Incorrect behavior prediction of others
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.18,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Adverse road surface conditions
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.16,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Recklessly behaving agent
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.82,Incorrect Traffic Light Detection
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.65,System Tuning and Calibration
15-Nov,WDD2221851A001072,urban-street,cloudy,automatic,0.23,System Tuning and Calibration
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
15-Nov,WDD2221851A001072,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,2.14,Incorrect Traffic Light Detection
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,1.03,Emergency Vehicle
14-Oct,WDD2221851A000495,urban-street,cloudy,manual,,Unwanted Driver Discomfort
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.88,Adverse road surface conditions
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.41,Position Estimation Failure
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.33,Incorrect Traffic Light Detection
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.13,Software Froze
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.33,Position Estimation Failure
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.57,Position Estimation Failure
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.54,Emergency Vehicle
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.74,Unwanted Driver Discomfort
14-Oct,WDD2221851A000495,urban-street,cloudy,automatic,0.23,Position Estimation Failure
14-Oct,WDD2221851A000495,urban-street,cloudy,manual,,Position Estimation Failure
14-Oct,WDD2221851A000495,urban-street,cloudy,manual,,Adverse road surface conditions
14-Oct,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Oct,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Hardware Fault
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Incorrect behavior prediction of others
14-Nov,WDD2221851A000495,urban-street,cloudy,manual,,Adverse road surface conditions
